
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
352,,Surface,3,Image 1,1,0,
390,,Surface,3,Image 1,1,1,
429,,Surface,3,Image 1,1,2,
353,,Surface,3,Image 1,1,4,
454,,Surface,3,Image 1,1,5,
407,,Surface,3,Image 1,1,6,
366,,Surface,3,Image 1,1,7,
367,,Surface,3,Image 1,1,8,
618,,Surface,3,Image 1,1,10,
380,,Surface,3,Image 1,1,12,
563,,Surface,3,Image 1,1,13,
474,,Surface,3,Image 1,1,14,
355,,Surface,3,Image 1,1,15,
425,,Surface,3,Image 1,1,16,
377,,Surface,3,Image 1,1,18,
353,,Surface,3,Image 1,1,19,
363,,Surface,3,Image 1,1,20,
455,,Surface,3,Image 1,1,21,
364,,Surface,3,Image 1,1,22,
534,,Surface,3,Image 1,1,23,
543,,Surface,3,Image 1,1,24,
549,,Surface,3,Image 1,1,26,
454,,Surface,3,Image 1,1,27,
395,,Surface,3,Image 1,1,28,
685,,Surface,3,Image 1,1,29,
574,,Surface,3,Image 1,1,30,
366,,Surface,3,Image 1,1,31,
359,,Surface,3,Image 1,1,32,
511,,Surface,3,Image 1,1,33,
364,,Surface,3,Image 1,1,34,
453,,Surface,3,Image 1,1,36,
437,,Surface,3,Image 1,1,37,
393,,Surface,3,Image 1,1,38,
441,,Surface,3,Image 1,1,39,
353,,Surface,3,Image 1,1,40,
359,,Surface,3,Image 1,1,41,
361,,Surface,3,Image 1,1,43,
475,,Surface,3,Image 1,1,44,
678,,Surface,3,Image 1,1,46,
358,,Surface,3,Image 1,1,48,
488,,Surface,3,Image 1,1,49,
370,,Surface,3,Image 1,1,50,
648,,Surface,3,Image 1,1,51,
430,,Surface,3,Image 1,1,52,
438,,Surface,3,Image 1,1,53,
374,,Surface,3,Image 1,1,54,
361,,Surface,3,Image 1,1,55,
375,,Surface,3,Image 1,1,56,
417,,Surface,3,Image 1,1,57,
399,,Surface,3,Image 1,1,58,
382,,Surface,3,Image 1,1,59,
499,,Surface,3,Image 1,1,60,
435,,Surface,3,Image 1,1,62,
434,,Surface,3,Image 1,1,63,
366,,Surface,3,Image 1,1,64,
359,,Surface,3,Image 1,1,65,
491,,Surface,3,Image 1,1,66,
375,,Surface,3,Image 1,1,67,
642,,Surface,3,Image 1,1,68,
471,,Surface,3,Image 1,1,70,
528,,Surface,3,Image 1,1,71,
364,,Surface,3,Image 1,1,72,
409,,Surface,3,Image 1,1,73,
393,,Surface,3,Image 1,1,74,
172,,Surface,3,Image 1,1,76,
107,,Surface,3,Image 1,1,77,
61,,Surface,3,Image 1,1,78,
358,,Surface,3,Image 1,1,79,
187,,Surface,3,Image 1,1,80,
88,,Surface,3,Image 1,1,81,
298,,Surface,3,Image 1,1,82,
415,,Surface,3,Image 1,1,87,
409,,Surface,3,Image 1,1,88,
353,,Surface,3,Image 1,1,91,
87,,Surface,3,Image 1,1,92,
281,,Surface,3,Image 1,1,93,
71,,Surface,3,Image 1,1,95,
115,,Surface,3,Image 1,1,96,
366,,Surface,3,Image 1,1,97,
120,,Surface,3,Image 1,1,98,
110,,Surface,3,Image 1,1,99,
97,,Surface,3,Image 1,1,100,
355,,Surface,3,Image 1,1,101,
214,,Surface,3,Image 1,1,103,
42,,Surface,3,Image 1,1,104,
87,,Surface,3,Image 1,1,105,
93,,Surface,3,Image 1,1,106,
94,,Surface,3,Image 1,1,109,
325,,Surface,3,Image 1,1,113,
374,,Surface,3,Image 1,1,114,
291,,Surface,3,Image 1,1,115,
330,,Surface,3,Image 1,1,116,
358,,Surface,3,Image 1,1,117,
75,,Surface,3,Image 1,1,119,
125,,Surface,3,Image 1,1,120,
368,,Surface,3,Image 1,1,121,
128,,Surface,3,Image 1,1,122,
335,,Surface,3,Image 1,1,123,
254,,Surface,3,Image 1,1,127,
381,,Surface,3,Image 1,1,128,
247,,Surface,3,Image 1,1,129,
367,,Surface,3,Image 1,1,130,
85,,Surface,3,Image 1,1,132,
71,,Surface,3,Image 1,1,133,
315,,Surface,3,Image 1,1,134,
264,,Surface,3,Image 1,1,135,
123,,Surface,3,Image 1,1,142,
299,,Surface,3,Image 1,1,143,
100,,Surface,3,Image 1,1,144,
132,,Surface,3,Image 1,1,145,
104,,Surface,3,Image 1,1,146,
46,,Surface,3,Image 1,1,147,
132,,Surface,3,Image 1,1,148,
115,,Surface,3,Image 1,1,149,
372,,Surface,3,Image 1,1,150,
