
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
191,,Surface,2,Image 1,1,0,
160,,Surface,2,Image 1,1,1,
246,,Surface,2,Image 1,1,2,
142,,Surface,2,Image 1,1,3,
140,,Surface,2,Image 1,1,4,
181,,Surface,2,Image 1,1,5,
198,,Surface,2,Image 1,1,6,
161,,Surface,2,Image 1,1,7,
231,,Surface,2,Image 1,1,8,
239,,Surface,2,Image 1,1,9,
167,,Surface,2,Image 1,1,10,
208,,Surface,2,Image 1,1,11,
129,,Surface,2,Image 1,1,12,
252,,Surface,2,Image 1,1,13,
244,,Surface,2,Image 1,1,14,
208,,Surface,2,Image 1,1,15,
131,,Surface,2,Image 1,1,16,
150,,Surface,2,Image 1,1,17,
132,,Surface,2,Image 1,1,18,
229,,Surface,2,Image 1,1,19,
210,,Surface,2,Image 1,1,20,
163,,Surface,2,Image 1,1,21,
158,,Surface,2,Image 1,1,22,
253,,Surface,2,Image 1,1,23,
193,,Surface,2,Image 1,1,24,
159,,Surface,2,Image 1,1,25,
183,,Surface,2,Image 1,1,26,
218,,Surface,2,Image 1,1,27,
149,,Surface,2,Image 1,1,28,
163,,Surface,2,Image 1,1,29,
141,,Surface,2,Image 1,1,30,
247,,Surface,2,Image 1,1,31,
233,,Surface,2,Image 1,1,32,
150,,Surface,2,Image 1,1,33,
179,,Surface,2,Image 1,1,34,
196,,Surface,2,Image 1,1,35,
199,,Surface,2,Image 1,1,36,
141,,Surface,2,Image 1,1,37,
167,,Surface,2,Image 1,1,38,
159,,Surface,2,Image 1,1,39,
201,,Surface,2,Image 1,1,40,
205,,Surface,2,Image 1,1,41,
