
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
443,,Surface,3,Image 1,1,0,
334,,Surface,3,Image 1,1,1,
336,,Surface,3,Image 1,1,2,
337,,Surface,3,Image 1,1,3,
382,,Surface,3,Image 1,1,4,
472,,Surface,3,Image 1,1,5,
346,,Surface,3,Image 1,1,6,
336,,Surface,3,Image 1,1,7,
402,,Surface,3,Image 1,1,8,
445,,Surface,3,Image 1,1,9,
381,,Surface,3,Image 1,1,10,
338,,Surface,3,Image 1,1,11,
498,,Surface,3,Image 1,1,12,
423,,Surface,3,Image 1,1,13,
358,,Surface,3,Image 1,1,14,
336,,Surface,3,Image 1,1,15,
342,,Surface,3,Image 1,1,16,
357,,Surface,3,Image 1,1,17,
643,,Surface,3,Image 1,1,18,
332,,Surface,3,Image 1,1,19,
422,,Surface,3,Image 1,1,20,
731,,Surface,3,Image 1,1,21,
353,,Surface,3,Image 1,1,22,
371,,Surface,3,Image 1,1,23,
342,,Surface,3,Image 1,1,24,
555,,Surface,3,Image 1,1,25,
382,,Surface,3,Image 1,1,26,
387,,Surface,3,Image 1,1,27,
428,,Surface,3,Image 1,1,28,
549,,Surface,3,Image 1,1,29,
428,,Surface,3,Image 1,1,30,
357,,Surface,3,Image 1,1,31,
342,,Surface,3,Image 1,1,32,
409,,Surface,3,Image 1,1,33,
343,,Surface,3,Image 1,1,34,
349,,Surface,3,Image 1,1,35,
348,,Surface,3,Image 1,1,36,
646,,Surface,3,Image 1,1,37,
580,,Surface,3,Image 1,1,38,
478,,Surface,3,Image 1,1,39,
441,,Surface,3,Image 1,1,40,
331,,Surface,3,Image 1,1,41,
397,,Surface,3,Image 1,1,42,
364,,Surface,3,Image 1,1,43,
412,,Surface,3,Image 1,1,44,
334,,Surface,3,Image 1,1,45,
713,,Surface,3,Image 1,1,46,
385,,Surface,3,Image 1,1,47,
350,,Surface,3,Image 1,1,48,
489,,Surface,3,Image 1,1,49,
421,,Surface,3,Image 1,1,50,
335,,Surface,3,Image 1,1,51,
485,,Surface,3,Image 1,1,52,
550,,Surface,3,Image 1,1,53,
358,,Surface,3,Image 1,1,54,
346,,Surface,3,Image 1,1,55,
389,,Surface,3,Image 1,1,56,
352,,Surface,3,Image 1,1,57,
338,,Surface,3,Image 1,1,58,
369,,Surface,3,Image 1,1,59,
377,,Surface,3,Image 1,1,60,
441,,Surface,3,Image 1,1,61,
360,,Surface,3,Image 1,1,62,
352,,Surface,3,Image 1,1,63,
497,,Surface,3,Image 1,1,64,
348,,Surface,3,Image 1,1,65,
347,,Surface,3,Image 1,1,66,
399,,Surface,3,Image 1,1,67,
552,,Surface,3,Image 1,1,68,
711,,Surface,3,Image 1,1,69,
360,,Surface,3,Image 1,1,70,
403,,Surface,3,Image 1,1,71,
377,,Surface,3,Image 1,1,72,
349,,Surface,3,Image 1,1,73,
430,,Surface,3,Image 1,1,74,
336,,Surface,3,Image 1,1,75,
610,,Surface,3,Image 1,1,76,
443,,Surface,3,Image 1,1,77,
396,,Surface,3,Image 1,1,78,
360,,Surface,3,Image 1,1,79,
357,,Surface,3,Image 1,1,80,
443,,Surface,3,Image 1,1,81,
412,,Surface,3,Image 1,1,82,
337,,Surface,3,Image 1,1,83,
338,,Surface,3,Image 1,1,84,
394,,Surface,3,Image 1,1,85,
363,,Surface,3,Image 1,1,86,
482,,Surface,3,Image 1,1,87,
342,,Surface,3,Image 1,1,88,
466,,Surface,3,Image 1,1,89,
357,,Surface,3,Image 1,1,90,
442,,Surface,3,Image 1,1,91,
428,,Surface,3,Image 1,1,92,
381,,Surface,3,Image 1,1,93,
445,,Surface,3,Image 1,1,94,
376,,Surface,3,Image 1,1,95,
508,,Surface,3,Image 1,1,96,
445,,Surface,3,Image 1,1,97,
434,,Surface,3,Image 1,1,98,
435,,Surface,3,Image 1,1,99,
792,,Surface,3,Image 1,1,100,
364,,Surface,3,Image 1,1,101,
