
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
10,,Surface,2,Image 1,1,0,
10,,Surface,2,Image 1,1,1,
22,,Surface,2,Image 1,1,2,
14,,Surface,2,Image 1,1,3,
13,,Surface,2,Image 1,1,4,
10,,Surface,2,Image 1,1,5,
12,,Surface,2,Image 1,1,6,
11,,Surface,2,Image 1,1,7,
15,,Surface,2,Image 1,1,8,
12,,Surface,2,Image 1,1,9,
10,,Surface,2,Image 1,1,10,
10,,Surface,2,Image 1,1,11,
10,,Surface,2,Image 1,1,12,
16,,Surface,2,Image 1,1,13,
10,,Surface,2,Image 1,1,14,
12,,Surface,2,Image 1,1,15,
13,,Surface,2,Image 1,1,16,
10,,Surface,2,Image 1,1,17,
10,,Surface,2,Image 1,1,18,
10,,Surface,2,Image 1,1,19,
11,,Surface,2,Image 1,1,20,
13,,Surface,2,Image 1,1,21,
11,,Surface,2,Image 1,1,22,
10,,Surface,2,Image 1,1,23,
