
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
30,,Surface,2,Image 1,1,0,
27,,Surface,2,Image 1,1,1,
33,,Surface,2,Image 1,1,2,
60,,Surface,2,Image 1,1,3,
21,,Surface,2,Image 1,1,4,
25,,Surface,2,Image 1,1,5,
28,,Surface,2,Image 1,1,6,
26,,Surface,2,Image 1,1,7,
38,,Surface,2,Image 1,1,8,
25,,Surface,2,Image 1,1,9,
30,,Surface,2,Image 1,1,10,
38,,Surface,2,Image 1,1,11,
41,,Surface,2,Image 1,1,12,
37,,Surface,2,Image 1,1,13,
39,,Surface,2,Image 1,1,14,
26,,Surface,2,Image 1,1,15,
24,,Surface,2,Image 1,1,16,
19,,Surface,2,Image 1,1,17,
20,,Surface,2,Image 1,1,18,
29,,Surface,2,Image 1,1,19,
28,,Surface,2,Image 1,1,20,
20,,Surface,2,Image 1,1,21,
19,,Surface,2,Image 1,1,22,
20,,Surface,2,Image 1,1,23,
1,,Surface,2,Image 1,1,24,
1,,Surface,2,Image 1,1,25,
