
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
9,,Surface,2,Image 1,1,0,
7,,Surface,2,Image 1,1,1,
7,,Surface,2,Image 1,1,2,
11,,Surface,2,Image 1,1,3,
7,,Surface,2,Image 1,1,4,
9,,Surface,2,Image 1,1,5,
7,,Surface,2,Image 1,1,6,
10,,Surface,2,Image 1,1,7,
11,,Surface,2,Image 1,1,8,
7,,Surface,2,Image 1,1,10,
7,,Surface,2,Image 1,1,11,
13,,Surface,2,Image 1,1,12,
10,,Surface,2,Image 1,1,13,
8,,Surface,2,Image 1,1,15,
7,,Surface,2,Image 1,1,16,
7,,Surface,2,Image 1,1,17,
7,,Surface,2,Image 1,1,18,
8,,Surface,2,Image 1,1,20,
5,,Surface,2,Image 1,1,22,
6,,Surface,2,Image 1,1,23,
3,,Surface,2,Image 1,1,24,
1,,Surface,2,Image 1,1,25,
7,,Surface,2,Image 1,1,27,
3,,Surface,2,Image 1,1,28,
5,,Surface,2,Image 1,1,29,
8,,Surface,2,Image 1,1,30,
11,,Surface,2,Image 1,1,32,
12,,Surface,2,Image 1,1,33,
1,,Surface,2,Image 1,1,35,
2,,Surface,2,Image 1,1,36,
9,,Surface,2,Image 1,1,38,
1,,Surface,2,Image 1,1,39,
6,,Surface,2,Image 1,1,40,
3,,Surface,2,Image 1,1,42,
5,,Surface,2,Image 1,1,43,
