
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
12,,Surface,2,Image 1,1,0,
17,,Surface,2,Image 1,1,1,
12,,Surface,2,Image 1,1,2,
27,,Surface,2,Image 1,1,3,
36,,Surface,2,Image 1,1,4,
11,,Surface,2,Image 1,1,5,
38,,Surface,2,Image 1,1,6,
10,,Surface,2,Image 1,1,7,
18,,Surface,2,Image 1,1,8,
11,,Surface,2,Image 1,1,9,
13,,Surface,2,Image 1,1,10,
12,,Surface,2,Image 1,1,11,
12,,Surface,2,Image 1,1,12,
13,,Surface,2,Image 1,1,13,
13,,Surface,2,Image 1,1,14,
14,,Surface,2,Image 1,1,15,
31,,Surface,2,Image 1,1,16,
10,,Surface,2,Image 1,1,17,
12,,Surface,2,Image 1,1,18,
14,,Surface,2,Image 1,1,19,
15,,Surface,2,Image 1,1,20,
33,,Surface,2,Image 1,1,21,
19,,Surface,2,Image 1,1,22,
22,,Surface,2,Image 1,1,23,
12,,Surface,2,Image 1,1,24,
14,,Surface,2,Image 1,1,25,
10,,Surface,2,Image 1,1,26,
12,,Surface,2,Image 1,1,27,
16,,Surface,2,Image 1,1,28,
13,,Surface,2,Image 1,1,29,
14,,Surface,2,Image 1,1,30,
11,,Surface,2,Image 1,1,31,
12,,Surface,2,Image 1,1,32,
12,,Surface,2,Image 1,1,33,
12,,Surface,2,Image 1,1,34,
10,,Surface,2,Image 1,1,35,
14,,Surface,2,Image 1,1,36,
16,,Surface,2,Image 1,1,37,
27,,Surface,2,Image 1,1,38,
13,,Surface,2,Image 1,1,39,
10,,Surface,2,Image 1,1,40,
14,,Surface,2,Image 1,1,41,
25,,Surface,2,Image 1,1,42,
26,,Surface,2,Image 1,1,43,
21,,Surface,2,Image 1,1,44,
45,,Surface,2,Image 1,1,45,
11,,Surface,2,Image 1,1,46,
18,,Surface,2,Image 1,1,47,
16,,Surface,2,Image 1,1,48,
11,,Surface,2,Image 1,1,49,
16,,Surface,2,Image 1,1,50,
19,,Surface,2,Image 1,1,51,
16,,Surface,2,Image 1,1,52,
11,,Surface,2,Image 1,1,53,
14,,Surface,2,Image 1,1,54,
11,,Surface,2,Image 1,1,55,
11,,Surface,2,Image 1,1,56,
25,,Surface,2,Image 1,1,57,
12,,Surface,2,Image 1,1,58,
13,,Surface,2,Image 1,1,59,
20,,Surface,2,Image 1,1,60,
13,,Surface,2,Image 1,1,61,
10,,Surface,2,Image 1,1,62,
11,,Surface,2,Image 1,1,63,
18,,Surface,2,Image 1,1,64,
11,,Surface,2,Image 1,1,65,
27,,Surface,2,Image 1,1,66,
20,,Surface,2,Image 1,1,67,
10,,Surface,2,Image 1,1,68,
19,,Surface,2,Image 1,1,69,
13,,Surface,2,Image 1,1,70,
25,,Surface,2,Image 1,1,71,
10,,Surface,2,Image 1,1,72,
17,,Surface,2,Image 1,1,73,
18,,Surface,2,Image 1,1,74,
15,,Surface,2,Image 1,1,75,
15,,Surface,2,Image 1,1,76,
13,,Surface,2,Image 1,1,77,
18,,Surface,2,Image 1,1,78,
25,,Surface,2,Image 1,1,79,
23,,Surface,2,Image 1,1,80,
12,,Surface,2,Image 1,1,81,
14,,Surface,2,Image 1,1,82,
16,,Surface,2,Image 1,1,83,
14,,Surface,2,Image 1,1,84,
10,,Surface,2,Image 1,1,85,
18,,Surface,2,Image 1,1,86,
10,,Surface,2,Image 1,1,87,
13,,Surface,2,Image 1,1,88,
14,,Surface,2,Image 1,1,89,
23,,Surface,2,Image 1,1,90,
10,,Surface,2,Image 1,1,91,
15,,Surface,2,Image 1,1,92,
10,,Surface,2,Image 1,1,93,
17,,Surface,2,Image 1,1,94,
16,,Surface,2,Image 1,1,95,
