
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
22,,Surface,2,Image 1,1,0,
19,,Surface,2,Image 1,1,1,
18,,Surface,2,Image 1,1,2,
28,,Surface,2,Image 1,1,3,
17,,Surface,2,Image 1,1,4,
20,,Surface,2,Image 1,1,5,
29,,Surface,2,Image 1,1,6,
20,,Surface,2,Image 1,1,7,
26,,Surface,2,Image 1,1,8,
17,,Surface,2,Image 1,1,9,
31,,Surface,2,Image 1,1,10,
27,,Surface,2,Image 1,1,11,
15,,Surface,2,Image 1,1,12,
19,,Surface,2,Image 1,1,13,
15,,Surface,2,Image 1,1,14,
22,,Surface,2,Image 1,1,15,
18,,Surface,2,Image 1,1,16,
15,,Surface,2,Image 1,1,17,
15,,Surface,2,Image 1,1,18,
15,,Surface,2,Image 1,1,19,
18,,Surface,2,Image 1,1,20,
18,,Surface,2,Image 1,1,21,
20,,Surface,2,Image 1,1,22,
19,,Surface,2,Image 1,1,23,
15,,Surface,2,Image 1,1,24,
21,,Surface,2,Image 1,1,25,
16,,Surface,2,Image 1,1,26,
22,,Surface,2,Image 1,1,27,
15,,Surface,2,Image 1,1,28,
15,,Surface,2,Image 1,1,29,
15,,Surface,2,Image 1,1,30,
24,,Surface,2,Image 1,1,31,
21,,Surface,2,Image 1,1,32,
17,,Surface,2,Image 1,1,33,
24,,Surface,2,Image 1,1,34,
24,,Surface,2,Image 1,1,35,
16,,Surface,2,Image 1,1,36,
20,,Surface,2,Image 1,1,37,
17,,Surface,2,Image 1,1,38,
17,,Surface,2,Image 1,1,39,
20,,Surface,2,Image 1,1,40,
17,,Surface,2,Image 1,1,41,
18,,Surface,2,Image 1,1,42,
16,,Surface,2,Image 1,1,43,
16,,Surface,2,Image 1,1,44,
17,,Surface,2,Image 1,1,45,
15,,Surface,2,Image 1,1,46,
15,,Surface,2,Image 1,1,47,
18,,Surface,2,Image 1,1,48,
15,,Surface,2,Image 1,1,49,
21,,Surface,2,Image 1,1,50,
15,,Surface,2,Image 1,1,51,
16,,Surface,2,Image 1,1,52,
34,,Surface,2,Image 1,1,53,
17,,Surface,2,Image 1,1,54,
22,,Surface,2,Image 1,1,55,
17,,Surface,2,Image 1,1,56,
16,,Surface,2,Image 1,1,57,
31,,Surface,2,Image 1,1,58,
15,,Surface,2,Image 1,1,59,
33,,Surface,2,Image 1,1,60,
30,,Surface,2,Image 1,1,61,
59,,Surface,2,Image 1,1,62,
17,,Surface,2,Image 1,1,63,
19,,Surface,2,Image 1,1,64,
16,,Surface,2,Image 1,1,65,
18,,Surface,2,Image 1,1,66,
21,,Surface,2,Image 1,1,67,
16,,Surface,2,Image 1,1,68,
15,,Surface,2,Image 1,1,69,
15,,Surface,2,Image 1,1,70,
15,,Surface,2,Image 1,1,71,
16,,Surface,2,Image 1,1,72,
20,,Surface,2,Image 1,1,73,
21,,Surface,2,Image 1,1,74,
27,,Surface,2,Image 1,1,75,
28,,Surface,2,Image 1,1,76,
21,,Surface,2,Image 1,1,77,
21,,Surface,2,Image 1,1,78,
20,,Surface,2,Image 1,1,79,
17,,Surface,2,Image 1,1,80,
26,,Surface,2,Image 1,1,81,
21,,Surface,2,Image 1,1,82,
16,,Surface,2,Image 1,1,83,
19,,Surface,2,Image 1,1,84,
15,,Surface,2,Image 1,1,85,
16,,Surface,2,Image 1,1,86,
16,,Surface,2,Image 1,1,87,
16,,Surface,2,Image 1,1,88,
26,,Surface,2,Image 1,1,89,
19,,Surface,2,Image 1,1,90,
16,,Surface,2,Image 1,1,91,
15,,Surface,2,Image 1,1,92,
16,,Surface,2,Image 1,1,93,
24,,Surface,2,Image 1,1,94,
40,,Surface,2,Image 1,1,95,
32,,Surface,2,Image 1,1,96,
19,,Surface,2,Image 1,1,97,
18,,Surface,2,Image 1,1,98,
18,,Surface,2,Image 1,1,99,
33,,Surface,2,Image 1,1,100,
15,,Surface,2,Image 1,1,101,
21,,Surface,2,Image 1,1,102,
20,,Surface,2,Image 1,1,103,
22,,Surface,2,Image 1,1,104,
19,,Surface,2,Image 1,1,105,
17,,Surface,2,Image 1,1,106,
19,,Surface,2,Image 1,1,107,
43,,Surface,2,Image 1,1,108,
22,,Surface,2,Image 1,1,109,
25,,Surface,2,Image 1,1,110,
29,,Surface,2,Image 1,1,111,
19,,Surface,2,Image 1,1,112,
20,,Surface,2,Image 1,1,113,
16,,Surface,2,Image 1,1,114,
17,,Surface,2,Image 1,1,115,
17,,Surface,2,Image 1,1,116,
26,,Surface,2,Image 1,1,117,
18,,Surface,2,Image 1,1,118,
18,,Surface,2,Image 1,1,119,
19,,Surface,2,Image 1,1,120,
30,,Surface,2,Image 1,1,121,
15,,Surface,2,Image 1,1,122,
15,,Surface,2,Image 1,1,123,
22,,Surface,2,Image 1,1,124,
20,,Surface,2,Image 1,1,125,
18,,Surface,2,Image 1,1,126,
18,,Surface,2,Image 1,1,127,
20,,Surface,2,Image 1,1,128,
18,,Surface,2,Image 1,1,129,
17,,Surface,2,Image 1,1,130,
29,,Surface,2,Image 1,1,131,
