
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
23,,Surface,2,Image 1,1,0,
28,,Surface,2,Image 1,1,1,
45,,Surface,2,Image 1,1,3,
22,,Surface,2,Image 1,1,4,
18,,Surface,2,Image 1,1,5,
16,,Surface,2,Image 1,1,6,
17,,Surface,2,Image 1,1,7,
20,,Surface,2,Image 1,1,8,
16,,Surface,2,Image 1,1,9,
19,,Surface,2,Image 1,1,10,
18,,Surface,2,Image 1,1,11,
24,,Surface,2,Image 1,1,12,
26,,Surface,2,Image 1,1,13,
23,,Surface,2,Image 1,1,14,
43,,Surface,2,Image 1,1,15,
24,,Surface,2,Image 1,1,17,
21,,Surface,2,Image 1,1,18,
26,,Surface,2,Image 1,1,19,
16,,Surface,2,Image 1,1,20,
27,,Surface,2,Image 1,1,21,
17,,Surface,2,Image 1,1,22,
25,,Surface,2,Image 1,1,23,
21,,Surface,2,Image 1,1,24,
16,,Surface,2,Image 1,1,25,
17,,Surface,2,Image 1,1,26,
17,,Surface,2,Image 1,1,27,
18,,Surface,2,Image 1,1,28,
20,,Surface,2,Image 1,1,29,
20,,Surface,2,Image 1,1,30,
25,,Surface,2,Image 1,1,31,
20,,Surface,2,Image 1,1,32,
1,,Surface,2,Image 1,1,33,
10,,Surface,2,Image 1,1,34,
2,,Surface,2,Image 1,1,35,
