
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
20,,Surface,2,Image 1,1,0,
13,,Surface,2,Image 1,1,1,
17,,Surface,2,Image 1,1,2,
18,,Surface,2,Image 1,1,3,
14,,Surface,2,Image 1,1,4,
19,,Surface,2,Image 1,1,5,
14,,Surface,2,Image 1,1,6,
14,,Surface,2,Image 1,1,7,
19,,Surface,2,Image 1,1,8,
16,,Surface,2,Image 1,1,9,
16,,Surface,2,Image 1,1,10,
17,,Surface,2,Image 1,1,11,
31,,Surface,2,Image 1,1,12,
24,,Surface,2,Image 1,1,13,
15,,Surface,2,Image 1,1,14,
15,,Surface,2,Image 1,1,15,
15,,Surface,2,Image 1,1,16,
16,,Surface,2,Image 1,1,17,
