
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
274,,Surface,3,Image 1,1,0,
256,,Surface,3,Image 1,1,1,
208,,Surface,3,Image 1,1,2,
245,,Surface,3,Image 1,1,3,
224,,Surface,3,Image 1,1,4,
206,,Surface,3,Image 1,1,5,
303,,Surface,3,Image 1,1,6,
240,,Surface,3,Image 1,1,7,
228,,Surface,3,Image 1,1,8,
191,,Surface,3,Image 1,1,9,
197,,Surface,3,Image 1,1,10,
261,,Surface,3,Image 1,1,11,
213,,Surface,3,Image 1,1,12,
207,,Surface,3,Image 1,1,13,
193,,Surface,3,Image 1,1,14,
181,,Surface,3,Image 1,1,15,
201,,Surface,3,Image 1,1,16,
193,,Surface,3,Image 1,1,17,
163,,Surface,3,Image 1,1,18,
175,,Surface,3,Image 1,1,19,
205,,Surface,3,Image 1,1,20,
224,,Surface,3,Image 1,1,21,
177,,Surface,3,Image 1,1,22,
161,,Surface,3,Image 1,1,23,
145,,Surface,3,Image 1,1,24,
206,,Surface,3,Image 1,1,25,
172,,Surface,3,Image 1,1,26,
162,,Surface,3,Image 1,1,27,
152,,Surface,3,Image 1,1,28,
190,,Surface,3,Image 1,1,29,
207,,Surface,3,Image 1,1,30,
183,,Surface,3,Image 1,1,31,
224,,Surface,3,Image 1,1,32,
193,,Surface,3,Image 1,1,33,
227,,Surface,3,Image 1,1,34,
199,,Surface,3,Image 1,1,35,
181,,Surface,3,Image 1,1,36,
222,,Surface,3,Image 1,1,37,
157,,Surface,3,Image 1,1,38,
178,,Surface,3,Image 1,1,39,
161,,Surface,3,Image 1,1,40,
201,,Surface,3,Image 1,1,41,
346,,Surface,3,Image 1,1,42,
220,,Surface,3,Image 1,1,43,
