
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
100,,Surface,2,Image 1,1,1,
123,,Surface,2,Image 1,1,2,
180,,Surface,2,Image 1,1,8,
98,,Surface,2,Image 1,1,9,
252,,Surface,2,Image 1,1,10,
176,,Surface,2,Image 1,1,11,
88,,Surface,2,Image 1,1,12,
119,,Surface,2,Image 1,1,13,
89,,Surface,2,Image 1,1,14,
90,,Surface,2,Image 1,1,15,
174,,Surface,2,Image 1,1,16,
157,,Surface,2,Image 1,1,17,
160,,Surface,2,Image 1,1,18,
239,,Surface,2,Image 1,1,19,
163,,Surface,2,Image 1,1,20,
106,,Surface,2,Image 1,1,21,
230,,Surface,2,Image 1,1,22,
128,,Surface,2,Image 1,1,23,
105,,Surface,2,Image 1,1,24,
109,,Surface,2,Image 1,1,25,
114,,Surface,2,Image 1,1,26,
95,,Surface,2,Image 1,1,27,
167,,Surface,2,Image 1,1,28,
147,,Surface,2,Image 1,1,29,
101,,Surface,2,Image 1,1,30,
250,,Surface,2,Image 1,1,31,
251,,Surface,2,Image 1,1,32,
202,,Surface,2,Image 1,1,33,
188,,Surface,2,Image 1,1,34,
235,,Surface,2,Image 1,1,35,
236,,Surface,2,Image 1,1,36,
122,,Surface,2,Image 1,1,37,
98,,Surface,2,Image 1,1,38,
128,,Surface,2,Image 1,1,39,
238,,Surface,2,Image 1,1,40,
191,,Surface,2,Image 1,1,41,
248,,Surface,2,Image 1,1,42,
155,,Surface,2,Image 1,1,43,
152,,Surface,2,Image 1,1,44,
118,,Surface,2,Image 1,1,45,
204,,Surface,2,Image 1,1,46,
135,,Surface,2,Image 1,1,47,
126,,Surface,2,Image 1,1,48,
116,,Surface,2,Image 1,1,49,
191,,Surface,2,Image 1,1,50,
128,,Surface,2,Image 1,1,51,
91,,Surface,2,Image 1,1,52,
119,,Surface,2,Image 1,1,53,
156,,Surface,2,Image 1,1,54,
197,,Surface,2,Image 1,1,55,
99,,Surface,2,Image 1,1,56,
162,,Surface,2,Image 1,1,57,
243,,Surface,2,Image 1,1,58,
190,,Surface,2,Image 1,1,59,
