
Detailed
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
20,,Surface,2,Image 1,1,0,
16,,Surface,2,Image 1,1,1,
22,,Surface,2,Image 1,1,2,
18,,Surface,2,Image 1,1,3,
14,,Surface,2,Image 1,1,4,
14,,Surface,2,Image 1,1,5,
17,,Surface,2,Image 1,1,6,
19,,Surface,2,Image 1,1,7,
19,,Surface,2,Image 1,1,8,
14,,Surface,2,Image 1,1,9,
17,,Surface,2,Image 1,1,10,
21,,Surface,2,Image 1,1,11,
44,,Surface,2,Image 1,1,12,
16,,Surface,2,Image 1,1,13,
16,,Surface,2,Image 1,1,14,
30,,Surface,2,Image 1,1,15,
14,,Surface,2,Image 1,1,16,
15,,Surface,2,Image 1,1,17,
14,,Surface,2,Image 1,1,18,
20,,Surface,2,Image 1,1,19,
23,,Surface,2,Image 1,1,20,
23,,Surface,2,Image 1,1,22,
36,,Surface,2,Image 1,1,23,
23,,Surface,2,Image 1,1,24,
14,,Surface,2,Image 1,1,25,
60,,Surface,2,Image 1,1,26,
16,,Surface,2,Image 1,1,27,
17,,Surface,2,Image 1,1,28,
18,,Surface,2,Image 1,1,29,
14,,Surface,2,Image 1,1,30,
14,,Surface,2,Image 1,1,31,
15,,Surface,2,Image 1,1,32,
22,,Surface,2,Image 1,1,33,
16,,Surface,2,Image 1,1,34,
29,,Surface,2,Image 1,1,35,
15,,Surface,2,Image 1,1,36,
19,,Surface,2,Image 1,1,37,
14,,Surface,2,Image 1,1,38,
20,,Surface,2,Image 1,1,39,
15,,Surface,2,Image 1,1,40,
17,,Surface,2,Image 1,1,41,
14,,Surface,2,Image 1,1,42,
18,,Surface,2,Image 1,1,43,
6,,Surface,2,Image 1,1,45,
16,,Surface,2,Image 1,1,46,
21,,Surface,2,Image 1,1,47,
2,,Surface,2,Image 1,1,48,
